event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0064,2026-03-05,DIG035,launch,Low,21850
EV0065,2026-03-06,DIG010,exception,Low,5763
EV0066,2026-03-07,DIG003,launch,Medium,18968
EV0067,2026-03-08,DIG023,experiment,Low,48818
EV0068,2026-03-09,DIG035,launch,High,25406
EV0069,2026-03-10,DIG019,handoff,Low,47204
EV0070,2026-03-11,DIG027,exception,High,35432
EV0071,2026-03-12,DIG016,exception,High,21758
EV0072,2026-03-13,DIG032,stakeholder_request,High,20836
EV0073,2026-03-14,DIG013,experiment,Medium,48542
EV0074,2026-03-15,DIG009,experiment,High,35643
EV0075,2026-03-16,DIG001,experiment,Low,17537
EV0076,2026-03-17,DIG016,qa_check,High,15033
EV0077,2026-03-18,DIG013,exception,High,12556
EV0078,2026-03-19,DIG019,launch,High,41001
EV0079,2026-03-20,DIG015,launch,Low,24877
EV0080,2026-03-21,DIG030,qa_check,Medium,44711
EV0081,2026-03-22,DIG008,stakeholder_request,Medium,30592
EV0082,2026-03-23,DIG016,handoff,Medium,27090
EV0083,2026-03-24,DIG021,qa_check,Medium,19677
EV0084,2026-03-25,DIG018,handoff,Low,25127
EV0085,2026-03-26,DIG016,experiment,High,28279
EV0086,2026-03-27,DIG017,qa_check,High,29895
EV0087,2026-03-28,DIG011,exception,Low,19728
EV0088,2026-03-29,DIG034,qa_check,High,10798
EV0089,2026-03-30,DIG007,exception,Medium,26252
EV0090,2026-03-31,DIG021,exception,Low,46023
EV0091,2026-04-01,DIG030,stakeholder_request,Low,36434
EV0092,2026-04-02,DIG021,launch,Medium,44225
EV0093,2026-04-03,DIG004,experiment,High,40366
EV0094,2026-04-04,DIG004,exception,Low,35919
EV0095,2026-04-05,DIG030,stakeholder_request,Medium,26534
EV0096,2026-04-06,DIG018,stakeholder_request,High,4603
EV0097,2026-04-07,DIG002,launch,High,33418
EV0098,2026-04-08,DIG013,qa_check,High,30086
EV0099,2026-04-09,DIG007,experiment,Low,49812
EV0100,2026-04-10,DIG011,exception,Low,23047
EV0101,2026-04-11,DIG002,handoff,High,21363
EV0102,2026-04-12,DIG025,experiment,Medium,29304
EV0103,2026-04-13,DIG025,stakeholder_request,High,14824
EV0104,2026-04-14,DIG035,exception,Medium,22308
EV0105,2026-04-15,DIG036,handoff,High,25036
EV0106,2026-04-16,DIG004,qa_check,Medium,7850
EV0107,2026-04-17,DIG002,launch,Medium,42615
EV0108,2026-04-18,DIG020,qa_check,Medium,28992
EV0109,2026-04-19,DIG018,experiment,Low,21870
EV0110,2026-04-20,DIG007,stakeholder_request,High,19713
EV0111,2026-04-21,DIG019,launch,Low,6433
EV0112,2026-04-22,DIG003,exception,High,22278
EV0113,2026-04-23,DIG026,launch,Medium,611
EV0114,2026-04-24,DIG032,launch,Medium,47318
EV0115,2026-04-25,DIG029,qa_check,Low,49954
EV0116,2026-04-26,DIG012,experiment,High,40138
EV0117,2026-04-27,DIG004,experiment,Medium,16043
EV0118,2026-04-28,DIG010,stakeholder_request,Medium,4739
EV0119,2026-04-29,DIG032,experiment,High,23997
EV0120,2026-04-30,DIG025,exception,Medium,28056
EV0121,2026-05-01,DIG013,qa_check,Medium,37701
EV0122,2026-05-02,DIG017,qa_check,High,49922
EV0123,2026-05-03,DIG027,qa_check,Low,4745
EV0124,2026-05-04,DIG033,exception,Medium,48244
EV0125,2026-05-05,DIG036,experiment,High,4593
EV0126,2026-05-06,DIG011,exception,High,21402
EV0127,2026-05-07,DIG011,launch,Low,39460
EV0128,2026-05-08,DIG035,qa_check,High,25365
EV0129,2026-05-09,DIG017,handoff,Medium,34418
EV0130,2026-05-10,DIG011,qa_check,Low,8024
EV0131,2026-05-11,DIG004,handoff,High,46708
EV0132,2026-05-12,DIG028,handoff,Low,7248
EV0133,2026-05-13,DIG025,experiment,Medium,14784
EV0134,2026-05-14,DIG013,handoff,Low,43156
EV0135,2026-05-15,DIG010,exception,High,25570
EV0136,2026-05-16,DIG006,handoff,High,13608
EV0137,2026-05-17,DIG004,stakeholder_request,Low,18430
EV0138,2026-05-18,DIG022,experiment,High,4915
EV0139,2026-05-19,DIG005,stakeholder_request,Medium,7367
EV0140,2026-05-20,DIG020,launch,High,39267
EV0141,2026-01-01,DIG009,handoff,Medium,48938
EV0142,2026-01-02,DIG008,qa_check,Medium,31381
EV0143,2026-01-03,DIG008,qa_check,Medium,7378
EV0144,2026-01-04,DIG030,exception,Low,5868
EV0145,2026-01-05,DIG027,qa_check,Medium,43958
EV0146,2026-01-06,DIG008,qa_check,High,8816
EV0147,2026-01-07,DIG036,experiment,Medium,28053
EV0148,2026-01-08,DIG005,handoff,Medium,22598
EV0149,2026-01-09,DIG003,qa_check,Low,32927
EV0150,2026-01-10,DIG012,stakeholder_request,High,38387
EV0151,2026-01-11,DIG021,stakeholder_request,Medium,10741
EV0152,2026-01-12,DIG024,experiment,High,28906
EV0153,2026-01-13,DIG013,qa_check,Medium,37281
EV0154,2026-01-14,DIG027,qa_check,Low,27379
EV0155,2026-01-15,DIG028,qa_check,Medium,44900
EV0156,2026-01-16,DIG020,handoff,Medium,3719
EV0157,2026-01-17,DIG006,handoff,Low,22181
EV0158,2026-01-18,DIG033,qa_check,Medium,1417
EV0159,2026-01-19,DIG024,launch,High,10821
EV0160,2026-01-20,DIG021,experiment,Medium,20164
EV0161,2026-01-21,DIG012,launch,Medium,2728
EV0162,2026-01-22,DIG015,stakeholder_request,Low,4684
EV0163,2026-01-23,DIG020,exception,Medium,46345
EV0164,2026-01-24,DIG003,exception,Medium,42786
EV0165,2026-01-25,DIG030,launch,High,47184
EV0166,2026-01-26,DIG029,experiment,Low,51640
EV0167,2026-01-27,DIG027,experiment,Medium,35084
EV0168,2026-01-28,DIG026,handoff,High,33765
EV0169,2026-01-29,DIG018,qa_check,Low,22687
EV0170,2026-01-30,DIG010,launch,High,27240
EV0171,2026-01-31,DIG014,exception,Medium,21634
EV0172,2026-02-01,DIG008,qa_check,High,7636
EV0173,2026-02-02,DIG034,qa_check,High,10475
EV0174,2026-02-03,DIG022,experiment,Medium,50656
EV0175,2026-02-04,DIG005,experiment,High,8801
EV0176,2026-02-05,DIG013,qa_check,High,34508
EV0177,2026-02-06,DIG007,exception,Low,51598
EV0178,2026-02-07,DIG035,exception,High,14989
EV0179,2026-02-08,DIG008,exception,High,12314
EV0180,2026-02-09,DIG023,stakeholder_request,Low,37284
EV0181,2026-02-10,DIG026,qa_check,Low,47146
EV0182,2026-02-11,DIG022,launch,Low,2495
EV0183,2026-02-12,DIG036,launch,Medium,12548
EV0184,2026-02-13,DIG003,exception,High,876
EV0185,2026-02-14,DIG005,qa_check,Medium,18957
EV0186,2026-02-15,DIG032,exception,High,30299
EV0187,2026-02-16,DIG035,handoff,High,9238
EV0188,2026-02-17,DIG007,launch,High,26927
EV0189,2026-02-18,DIG034,launch,Medium,9845
EV0190,2026-02-19,DIG030,handoff,Low,2116
EV0191,2026-02-20,DIG018,handoff,High,24704
EV0192,2026-02-21,DIG021,stakeholder_request,High,28028
EV0193,2026-02-22,DIG019,exception,High,35314
EV0194,2026-02-23,DIG005,exception,High,20469
EV0195,2026-02-24,DIG021,stakeholder_request,High,4065
EV0196,2026-02-25,DIG035,launch,Medium,39939
EV0197,2026-02-26,DIG029,stakeholder_request,High,35276
EV0198,2026-02-27,DIG034,qa_check,High,29408
EV0199,2026-02-28,DIG027,experiment,Medium,24456
EV0200,2026-03-01,DIG029,exception,Low,18805
EV0201,2026-03-02,DIG003,stakeholder_request,Low,31774
EV0202,2026-03-03,DIG019,exception,Medium,23729
EV0203,2026-03-04,DIG031,stakeholder_request,Low,40755
EV0204,2026-03-05,DIG010,launch,High,50376
EV0205,2026-03-06,DIG033,qa_check,Low,29195
EV0206,2026-03-07,DIG012,exception,Low,691
EV0207,2026-03-08,DIG030,exception,Low,43293
EV0208,2026-03-09,DIG032,launch,Medium,44227
EV0209,2026-03-10,DIG031,handoff,Medium,17496
EV0210,2026-03-11,DIG020,stakeholder_request,Low,14737
EV0211,2026-03-12,DIG021,exception,Medium,9577
EV0212,2026-03-13,DIG020,qa_check,High,45973
EV0213,2026-03-14,DIG013,qa_check,Medium,26915
EV0214,2026-03-15,DIG004,qa_check,Low,26212
EV0215,2026-03-16,DIG027,experiment,High,10508
EV0216,2026-03-17,DIG007,launch,Medium,34493
EV0217,2026-03-18,DIG017,qa_check,Low,28195
EV0218,2026-03-19,DIG014,launch,Low,7582
EV0219,2026-03-20,DIG018,experiment,High,7601
EV0220,2026-03-21,DIG020,handoff,Medium,28145
EV0221,2026-03-22,DIG026,experiment,Low,38801
EV0222,2026-03-23,DIG003,stakeholder_request,High,49650
EV0223,2026-03-24,DIG016,experiment,Low,10702
EV0224,2026-03-25,DIG007,experiment,Medium,36484
EV0225,2026-03-26,DIG033,launch,Low,23140
EV0226,2026-03-27,DIG035,exception,Low,4281
EV0227,2026-03-28,DIG012,qa_check,Medium,29705
EV0228,2026-03-29,DIG005,launch,Medium,11984
EV0229,2026-03-30,DIG034,handoff,Low,50276
EV0230,2026-03-31,DIG028,experiment,Medium,2613
EV0231,2026-04-01,DIG032,handoff,Low,26277
EV0232,2026-04-02,DIG026,qa_check,Low,7757
EV0233,2026-04-03,DIG024,handoff,High,39654
EV0234,2026-04-04,DIG032,exception,Low,46282
EV0235,2026-04-05,DIG025,exception,High,20070
EV0236,2026-04-06,DIG015,stakeholder_request,Medium,26266
EV0237,2026-04-07,DIG019,experiment,High,21815
EV0238,2026-04-08,DIG013,exception,Low,10638
EV0239,2026-04-09,DIG033,experiment,Low,40443
EV0240,2026-04-10,DIG024,qa_check,Medium,22551
EV0241,2026-04-11,DIG023,experiment,Medium,38616
EV0242,2026-04-12,DIG017,exception,Medium,8463
EV0243,2026-04-13,DIG008,qa_check,Low,26680
EV0244,2026-04-14,DIG024,qa_check,Medium,10443
EV0245,2026-04-15,DIG013,experiment,High,43449
EV0246,2026-04-16,DIG028,qa_check,Low,32693
EV0247,2026-04-17,DIG015,experiment,Medium,37212
EV0248,2026-04-18,DIG007,exception,High,14286
EV0249,2026-04-19,DIG009,launch,High,7459
EV0250,2026-04-20,DIG026,stakeholder_request,High,11131
EV0251,2026-04-21,DIG016,experiment,Medium,46828
EV0252,2026-04-22,DIG014,experiment,Low,20650
EV0253,2026-04-23,DIG029,qa_check,Low,25763
EV0254,2026-04-24,DIG023,stakeholder_request,Medium,15673
EV0255,2026-04-25,DIG003,handoff,Low,1402
EV0256,2026-04-26,DIG024,handoff,Medium,33058
EV0257,2026-04-27,DIG011,handoff,High,11671
EV0258,2026-04-28,DIG014,qa_check,Medium,8022
EV0259,2026-04-29,DIG031,experiment,Medium,27107
EV0260,2026-04-30,DIG012,qa_check,Low,23699
EV0261,2026-05-01,DIG023,qa_check,High,8898
EV0262,2026-05-02,DIG010,qa_check,High,48907
EV0263,2026-05-03,DIG027,launch,High,21636
EV0264,2026-05-04,DIG023,stakeholder_request,Medium,39646
EV0265,2026-05-05,DIG004,launch,Medium,40293
EV0266,2026-05-06,DIG030,stakeholder_request,Medium,43803
EV0267,2026-05-07,DIG035,launch,Low,17918
EV0268,2026-05-08,DIG013,qa_check,High,51582
EV0269,2026-05-09,DIG006,exception,Medium,8048
EV0270,2026-05-10,DIG024,launch,High,3650
EV0271,2026-05-11,DIG001,handoff,Low,32841
EV0272,2026-05-12,DIG031,experiment,Low,8508
EV0273,2026-05-13,DIG013,handoff,Low,5924
EV0274,2026-05-14,DIG008,handoff,High,48070
EV0275,2026-05-15,DIG007,stakeholder_request,Low,18965
EV0276,2026-05-16,DIG023,experiment,Low,46972
EV0277,2026-05-17,DIG003,qa_check,Medium,13463
EV0278,2026-05-18,DIG022,handoff,Low,48088
EV0279,2026-05-19,DIG021,launch,Low,22248
EV0280,2026-05-20,DIG011,stakeholder_request,High,30780
EV0281,2026-01-01,DIG011,launch,High,2214
EV0282,2026-01-02,DIG014,handoff,Medium,41349
EV0283,2026-01-03,DIG031,qa_check,Low,30758
EV0284,2026-01-04,DIG015,exception,High,17720
EV0285,2026-01-05,DIG020,stakeholder_request,High,41947
EV0286,2026-01-06,DIG017,exception,Medium,29337
EV0287,2026-01-07,DIG001,experiment,High,29395
EV0288,2026-01-08,DIG006,experiment,Low,5279
EV0289,2026-01-09,DIG021,stakeholder_request,Low,46371
EV0290,2026-01-10,DIG030,exception,Medium,32095
EV0291,2026-01-11,DIG011,handoff,Low,3110
EV0292,2026-01-12,DIG010,launch,Low,36860
EV0293,2026-01-13,DIG008,handoff,Low,33858
EV0294,2026-01-14,DIG015,handoff,Medium,39943
EV0295,2026-01-15,DIG033,qa_check,Medium,43123
EV0296,2026-01-16,DIG028,launch,Low,50502
EV0297,2026-01-17,DIG009,handoff,Low,27655
EV0298,2026-01-18,DIG029,handoff,High,16694
EV0299,2026-01-19,DIG030,experiment,Medium,41140
EV0300,2026-01-20,DIG032,qa_check,High,36601
EV0301,2026-01-21,DIG005,launch,Medium,7610
EV0302,2026-01-22,DIG009,stakeholder_request,High,5879
EV0303,2026-01-23,DIG026,exception,High,1577
EV0304,2026-01-24,DIG026,qa_check,Low,41125
EV0305,2026-01-25,DIG033,handoff,High,16383
EV0306,2026-01-26,DIG009,handoff,Low,30960
EV0307,2026-01-27,DIG023,experiment,High,44771
EV0308,2026-01-28,DIG008,exception,Medium,14335
EV0309,2026-01-29,DIG031,stakeholder_request,High,8172
EV0310,2026-01-30,DIG020,launch,Low,47052
EV0311,2026-01-31,DIG032,experiment,Medium,49708
EV0312,2026-02-01,DIG029,qa_check,High,20004
EV0313,2026-02-02,DIG019,launch,Low,6425
EV0314,2026-02-03,DIG029,exception,Medium,47138
EV0315,2026-02-04,DIG032,exception,Medium,17732
EV0316,2026-02-05,DIG013,exception,Medium,32633
EV0317,2026-02-06,DIG013,exception,High,4065
EV0318,2026-02-07,DIG020,launch,Medium,13794
EV0319,2026-02-08,DIG032,experiment,Medium,24271
EV0320,2026-02-09,DIG035,stakeholder_request,Medium,43674
EV0321,2026-02-10,DIG021,exception,Medium,18206
EV0322,2026-02-11,DIG030,qa_check,Medium,25402
EV0323,2026-02-12,DIG028,qa_check,Low,16054
EV0324,2026-02-13,DIG024,handoff,Low,13245
EV0325,2026-02-14,DIG002,experiment,Medium,41869
EV0326,2026-02-15,DIG006,stakeholder_request,High,1872
EV0327,2026-02-16,DIG036,exception,Low,20327
EV0328,2026-02-17,DIG015,stakeholder_request,Medium,27851
EV0329,2026-02-18,DIG035,qa_check,Medium,47206
EV0330,2026-02-19,DIG012,qa_check,Low,16857
EV0331,2026-02-20,DIG012,exception,Medium,45076
EV0332,2026-02-21,DIG025,exception,Low,46101
EV0333,2026-02-22,DIG030,experiment,Low,40215
EV0334,2026-02-23,DIG003,exception,Low,43477
EV0335,2026-02-24,DIG022,exception,Low,30741
EV0336,2026-02-25,DIG019,handoff,High,4929
EV0337,2026-02-26,DIG003,exception,Low,12460
EV0338,2026-02-27,DIG002,qa_check,Low,9035
EV0339,2026-02-28,DIG023,launch,Low,7938
EV0340,2026-03-01,DIG005,qa_check,High,28811
EV0341,2026-03-02,DIG002,exception,High,47290
EV0342,2026-03-03,DIG022,qa_check,Low,4235
EV0343,2026-03-04,DIG034,qa_check,Low,49180
EV0344,2026-03-05,DIG032,launch,Low,20984
EV0345,2026-03-06,DIG026,qa_check,Low,14057
EV0346,2026-03-07,DIG018,qa_check,Low,28901
EV0347,2026-03-08,DIG023,experiment,Low,14589
EV0348,2026-03-09,DIG034,handoff,Low,27165
EV0349,2026-03-10,DIG019,handoff,Medium,34835
EV0350,2026-03-11,DIG030,handoff,Medium,46697
EV0351,2026-03-12,DIG008,exception,Low,18620
EV0352,2026-03-13,DIG010,qa_check,Medium,32770
EV0353,2026-03-14,DIG006,handoff,Medium,24140
EV0354,2026-03-15,DIG029,handoff,Medium,39846
EV0355,2026-03-16,DIG012,launch,Low,21279
EV0356,2026-03-17,DIG010,stakeholder_request,Low,17632
EV0357,2026-03-18,DIG016,experiment,Low,1147
EV0358,2026-03-19,DIG019,qa_check,Medium,12347
EV0359,2026-03-20,DIG023,exception,Medium,37340
EV0360,2026-03-21,DIG026,qa_check,Medium,10720
EV0361,2026-03-22,DIG004,stakeholder_request,Medium,41410
EV0362,2026-03-23,DIG030,handoff,Low,44694
EV0363,2026-03-24,DIG022,exception,Low,36565
EV0364,2026-03-25,DIG018,qa_check,High,41860
EV0365,2026-03-26,DIG020,stakeholder_request,Low,22578
EV0366,2026-03-27,DIG004,stakeholder_request,Medium,39597
EV0367,2026-03-28,DIG011,experiment,High,49922
EV0368,2026-03-29,DIG015,handoff,Medium,41948
EV0369,2026-03-30,DIG028,stakeholder_request,Medium,39618
EV0370,2026-03-31,DIG004,exception,High,34198
EV0371,2026-04-01,DIG010,launch,Medium,18306
EV0372,2026-04-02,DIG004,stakeholder_request,High,678
EV0373,2026-04-03,DIG001,handoff,Low,47532
EV0374,2026-04-04,DIG027,qa_check,Low,48790
EV0375,2026-04-05,DIG011,experiment,Medium,1755
EV0376,2026-04-06,DIG027,exception,Low,21249
EV0377,2026-04-07,DIG027,exception,Medium,19074
EV0378,2026-04-08,DIG034,experiment,Medium,38539
EV0379,2026-04-09,DIG007,handoff,Low,28169
EV0380,2026-04-10,DIG033,handoff,Medium,14594
EV0381,2026-04-11,DIG015,qa_check,High,50970
EV0382,2026-04-12,DIG013,qa_check,High,51197
EV0383,2026-04-13,DIG024,exception,Low,45032
EV0384,2026-04-14,DIG012,qa_check,High,11594
EV0385,2026-04-15,DIG006,handoff,Low,6639
EV0386,2026-04-16,DIG010,launch,Medium,24328
EV0387,2026-04-17,DIG004,exception,Low,25625
EV0388,2026-04-18,DIG030,exception,Low,11797
EV0389,2026-04-19,DIG029,exception,High,34408
EV0390,2026-04-20,DIG016,qa_check,High,46021
EV0391,2026-04-21,DIG014,launch,Low,23750
EV0392,2026-04-22,DIG035,stakeholder_request,Low,38137
EV0393,2026-04-23,DIG019,qa_check,Medium,4231
EV0394,2026-04-24,DIG029,handoff,Medium,49109
EV0395,2026-04-25,DIG026,launch,High,22446
EV0396,2026-04-26,DIG001,stakeholder_request,High,37153
EV0397,2026-04-27,DIG026,stakeholder_request,Medium,25914
EV0398,2026-04-28,DIG012,stakeholder_request,High,20391
EV0399,2026-04-29,DIG015,stakeholder_request,High,40211
EV0400,2026-04-30,DIG025,exception,Low,36710
EV0401,2026-05-01,DIG029,launch,Low,40323
EV0402,2026-05-02,DIG032,handoff,Low,3850
EV0403,2026-05-03,DIG025,launch,High,31214
EV0404,2026-05-04,DIG032,handoff,Medium,46211
EV0405,2026-05-05,DIG004,stakeholder_request,Medium,28613
EV0406,2026-05-06,DIG035,exception,Medium,870
EV0407,2026-05-07,DIG022,exception,High,43022
EV0408,2026-05-08,DIG024,stakeholder_request,High,8325
EV0409,2026-05-09,DIG018,experiment,Low,15441
EV0410,2026-05-10,DIG021,exception,High,24955
EV0411,2026-05-11,DIG024,qa_check,Medium,13813
EV0412,2026-05-12,DIG035,launch,Low,8197
EV0413,2026-05-13,DIG014,experiment,High,20686
EV0414,2026-05-14,DIG002,stakeholder_request,Low,1948
EV0415,2026-05-15,DIG030,stakeholder_request,Medium,33096
EV0416,2026-05-16,DIG013,stakeholder_request,Low,19174
EV0417,2026-05-17,DIG016,handoff,Medium,11167
EV0418,2026-05-18,DIG026,launch,Low,30752
EV0419,2026-05-19,DIG007,stakeholder_request,Low,35931
EV0420,2026-05-20,DIG001,experiment,Medium,9018
EV0421,2026-01-01,DIG016,experiment,Medium,6864
EV0422,2026-01-02,DIG034,launch,High,26045
EV0423,2026-01-03,DIG032,stakeholder_request,High,12147
EV0424,2026-01-04,DIG014,launch,Low,46129
EV0425,2026-01-05,DIG002,launch,High,32636
EV0426,2026-01-06,DIG027,stakeholder_request,Medium,30502
EV0427,2026-01-07,DIG029,handoff,Medium,9561
EV0428,2026-01-08,DIG001,qa_check,Medium,45260
EV0429,2026-01-09,DIG022,launch,Low,18438
EV0430,2026-01-10,DIG026,launch,High,12011
EV0431,2026-01-11,DIG019,exception,High,34197
EV0432,2026-01-12,DIG019,exception,Medium,28241
EV0433,2026-01-13,DIG002,exception,High,8540
EV0434,2026-01-14,DIG031,exception,Low,21395
EV0435,2026-01-15,DIG035,stakeholder_request,Medium,2003
EV0436,2026-01-16,DIG006,handoff,High,24190
EV0437,2026-01-17,DIG024,handoff,Medium,10249
EV0438,2026-01-18,DIG008,qa_check,Medium,41127
EV0439,2026-01-19,DIG016,qa_check,Low,51072
EV0440,2026-01-20,DIG031,handoff,Low,21240
EV0441,2026-01-21,DIG028,handoff,High,48624
EV0442,2026-01-22,DIG034,launch,High,40051
EV0443,2026-01-23,DIG005,exception,Medium,29859
EV0444,2026-01-24,DIG030,handoff,Medium,21252
EV0445,2026-01-25,DIG029,qa_check,Low,15196
EV0446,2026-01-26,DIG032,stakeholder_request,Low,28101
EV0447,2026-01-27,DIG011,exception,Low,15402
EV0448,2026-01-28,DIG021,stakeholder_request,Medium,43037
EV0449,2026-01-29,DIG032,launch,Medium,31688
EV0450,2026-01-30,DIG021,exception,Medium,8019
EV0451,2026-01-31,DIG025,experiment,High,7537
EV0452,2026-02-01,DIG021,qa_check,Low,22573
EV0453,2026-02-02,DIG027,experiment,Medium,41232
EV0454,2026-02-03,DIG034,stakeholder_request,Medium,30073
EV0455,2026-02-04,DIG025,experiment,High,35121
EV0456,2026-02-05,DIG005,handoff,High,22223
EV0457,2026-02-06,DIG020,exception,Low,17588
EV0458,2026-02-07,DIG004,exception,High,40777
EV0459,2026-02-08,DIG035,exception,Medium,4749
EV0460,2026-02-09,DIG008,experiment,High,27958
EV0461,2026-02-10,DIG023,launch,High,19864
EV0462,2026-02-11,DIG010,experiment,High,40610
EV0463,2026-02-12,DIG008,experiment,High,12971
EV0464,2026-02-13,DIG007,experiment,Medium,4068
EV0465,2026-02-14,DIG014,stakeholder_request,Low,41233
EV0466,2026-02-15,DIG018,experiment,Low,35735
EV0467,2026-02-16,DIG008,qa_check,Medium,40512
EV0468,2026-02-17,DIG026,launch,Low,50890
EV0469,2026-02-18,DIG001,exception,Low,12153
EV0470,2026-02-19,DIG017,handoff,Low,41213
EV0471,2026-02-20,DIG014,launch,Medium,6994
EV0472,2026-02-21,DIG019,qa_check,Medium,47521
EV0473,2026-02-22,DIG016,experiment,High,9587
EV0474,2026-02-23,DIG016,handoff,High,32730
EV0475,2026-02-24,DIG027,handoff,Medium,31648
EV0476,2026-02-25,DIG009,handoff,Medium,15536
EV0477,2026-02-26,DIG036,handoff,High,2717
EV0478,2026-02-27,DIG031,handoff,Low,1309
EV0479,2026-02-28,DIG024,qa_check,Low,24540
EV0480,2026-03-01,DIG008,qa_check,Low,19211
EV0481,2026-03-02,DIG010,qa_check,High,10669
EV0482,2026-03-03,DIG013,stakeholder_request,Medium,8031
EV0483,2026-03-04,DIG026,experiment,Medium,50283
EV0484,2026-03-05,DIG010,qa_check,High,14239
EV0485,2026-03-06,DIG001,qa_check,High,2727
EV0486,2026-03-07,DIG016,launch,High,32756
EV0487,2026-03-08,DIG017,stakeholder_request,Medium,22263
EV0488,2026-03-09,DIG019,qa_check,High,5448
EV0489,2026-03-10,DIG031,stakeholder_request,High,4553
EV0490,2026-03-11,DIG014,handoff,Low,28836
EV0491,2026-03-12,DIG010,exception,High,14849
EV0492,2026-03-13,DIG011,exception,Medium,50022
EV0493,2026-03-14,DIG004,exception,Medium,49908
EV0494,2026-03-15,DIG034,launch,Low,29340
EV0495,2026-03-16,DIG006,exception,Medium,9121
EV0496,2026-03-17,DIG031,qa_check,Medium,3220
EV0497,2026-03-18,DIG022,stakeholder_request,High,29367
EV0498,2026-03-19,DIG010,experiment,Low,47271
EV0499,2026-03-20,DIG019,launch,Low,50581
EV0500,2026-03-21,DIG008,exception,Medium,36590
EV0501,2026-03-22,DIG021,exception,Low,2541
EV0502,2026-03-23,DIG027,handoff,High,27281
EV0503,2026-03-24,DIG003,handoff,Medium,46377
EV0504,2026-03-25,DIG033,stakeholder_request,High,23195
EV0505,2026-03-26,DIG014,exception,Medium,46795
EV0506,2026-03-27,DIG022,qa_check,Medium,3394
EV0507,2026-03-28,DIG020,handoff,Low,26020
